ark,title_clean,date_clean,author_name_clean,author_type_clean,author_birth_clean,author_death_clean,publisher_name_clean,publisher_place_clean,type_clean,format,description,type,source,language,title,author,date,publisher,ocr_quality,topics,metatopics,occurences,occurences_ratio,publisher_place_country
bpt6k6148781w,"Botanique.... SUPPL., T. 3",1783.0,"Lamarck, Jean-Baptiste de Monet de",person,1744.0,1829.0,"Panckoucke (H. Agasse, Vve Agasse)",Paris,monographie,"13 vol. in-4° , dont 5 de supplément",[Encyclopédie botanique (français)]	Collection : Encyclopédie méthodique	Collection : Encyclopédie méthodique	Avec mode texte,printed monograph,"Bibliothèque nationale de France, département Littérature et art, Z-8488",fre,"Botanique.... SUPPL., T. 3 / par M. le chevalier de Lamarck,... [continuée par J.-L.-M.odique Poiret.]","Lamarck, Jean-Baptiste de Monet de (1744-1829). Auteur du texte",1783-1817,"Panckoucke (H. Agasse, Vve Agasse) (Paris)",86.0,[106],['Erreurs'],1,0.0001797258461942,Paris / Île de France
bpt6k61498285,"Botanique.... SUPPL., T. 4",1783.0,"Lamarck, Jean-Baptiste de Monet de",person,1744.0,1829.0,"Panckoucke (H. Agasse, Vve Agasse)",Paris,monographie,"13 vol. in-4° , dont 5 de supplément",[Encyclopédie botanique (français)]	Collection : Encyclopédie méthodique	Collection : Encyclopédie méthodique	Avec mode texte,printed monograph,"Bibliothèque nationale de France, département Littérature et art, Z-8489",fre,"Botanique.... SUPPL., T. 4 / par M. le chevalier de Lamarck,... [continuée par J.-L.-M.odique Poiret.]","Lamarck, Jean-Baptiste de Monet de (1744-1829). Auteur du texte",1783-1817,"Panckoucke (H. Agasse, Vve Agasse) (Paris)",86.0,"[131, 37]","['Erreurs', 'Eucalyptus / Propriétés Botaniques']",3,0.0005726371084116,Paris / Île de France
bpt6k6156104p,"Botanique.... SUPPL., T. 5",1783.0,"Lamarck, Jean-Baptiste de Monet de",person,1744.0,1829.0,"Panckoucke (H. Agasse, Vve Agasse)",Paris,monographie,"13 vol. in-4° , dont 5 de supplément",[Encyclopédie botanique (français)]	Collection : Encyclopédie méthodique	Collection : Encyclopédie méthodique	Avec mode texte,printed monograph,"Bibliothèque nationale de France, département Littérature et art, Z-8490",fre,"Botanique.... SUPPL., T. 5 / par M. le chevalier de Lamarck,... [continuée par J.-L.-M.odique Poiret.]","Lamarck, Jean-Baptiste de Monet de (1744-1829). Auteur du texte",1783-1817,"Panckoucke (H. Agasse, Vve Agasse) (Paris)",84.0,"[59, 94, 24, 131, 68]","['Médecine/Médicaments', 'Erreurs', 'Eucalyptus / Propriétés Botaniques', 'Erreurs', 'Faune et Flore']",7,0.0012434673554291,Paris / Île de France
bpt6k6151194j,"Botanique.... SUPPL., T. 1",1783.0,"Lamarck, Jean-Baptiste de Monet de",person,1744.0,1829.0,"Panckoucke (H. Agasse, Vve Agasse)",Paris,monographie,"13 vol. in-4° , dont 5 de supplément",[Encyclopédie botanique (français)]	Collection : Encyclopédie méthodique	Collection : Encyclopédie méthodique	Avec mode texte,printed monograph,"Bibliothèque nationale de France, département Littérature et art, Z-8486",fre,"Botanique.... SUPPL., T. 1 / par M. le chevalier de Lamarck,... [continuée par J.-L.-M.odique Poiret.]","Lamarck, Jean-Baptiste de Monet de (1744-1829). Auteur du texte",1783-1817,"Panckoucke (H. Agasse, Vve Agasse) (Paris)",85.0,"[53, 37]","['Géographie', 'Eucalyptus / Propriétés Botaniques']",2,0.0003563277573978,Paris / Île de France
bpt6k61522197,"Botanique.... SUPPL., T. 2",1783.0,"Lamarck, Jean-Baptiste de Monet de",person,1744.0,1829.0,"Panckoucke (H. Agasse, Vve Agasse)",Paris,monographie,"13 vol. in-4° , dont 5 de supplément",[Encyclopédie botanique (français)]	Collection : Encyclopédie méthodique	Collection : Encyclopédie méthodique	Avec mode texte,printed monograph,"Bibliothèque nationale de France, département Littérature et art, Z-8487",fre,"Botanique.... SUPPL., T. 2 / par M. le chevalier de Lamarck,... [continuée par J.-L.-M.odique Poiret.]","Lamarck, Jean-Baptiste de Monet de (1744-1829). Auteur du texte",1783-1817,"Panckoucke (H. Agasse, Vve Agasse) (Paris)",85.0,"[68, 67, 134, 94, 131, 20, 94, 69, 20, 68, 90, 8, 20, 68, 69, 8, 109, 121, 121, 131, 69, 106, 31, 131, 8, 122, 131, 94, 45, 8, 20, 131, 92, 8, 131, 92, 8, 131, 8, 8, 8, 24, 94, 8, 8, 131, 8, 8, 131, 96, 8, 68, 8, 8, 131, 131, 131, 68, 131, 131, 20, 68, 82, 20, 68, 131, 20, 24]","['Faune et Flore', 'Médecine/Médicaments', 'Eucalyptus / Propriétés Botaniques', 'Erreurs', 'Erreurs', 'Faune et Flore', 'Erreurs', 'Autres', 'Faune et Flore', 'Faune et Flore', 'Autres', 'Faune et Flore', 'Faune et Flore', 'Faune et Flore', 'Autres', 'Faune et Flore', 'Médecine/Médicaments', 'Faune et Flore', 'Faune et Flore', 'Erreurs', 'Autres', 'Erreurs', 'Médecine/Médicaments', 'Erreurs', 'Faune et Flore', 'Autres', 'Erreurs', 'Erreurs', 'Eucalyptus / Propriétés Botaniques', 'Faune et Flore', 'Faune et Flore', 'Erreurs', 'Eucalyptus / Propriétés Botaniques', 'Faune et Flore', 'Erreurs', 'Eucalyptus / Propriétés Botaniques', 'Faune et Flore', 'Erreurs', 'Faune et Flore', 'Faune et Flore', 'Faune et Flore', 'Eucalyptus / Propriétés Botaniques', 'Erreurs', 'Faune et Flore', 'Faune et Flore', 'Erreurs', 'Faune et Flore', 'Faune et Flore', 'Erreurs', 'Géographie', 'Faune et Flore', 'Faune et Flore', 'Faune et Flore', 'Faune et Flore', 'Erreurs', 'Erreurs', 'Erreurs', 'Faune et Flore', 'Erreurs', 'Erreurs', 'Faune et Flore', 'Faune et Flore', 'Maladies', 'Faune et Flore', 'Faune et Flore', 'Erreurs', 'Faune et Flore', 'Eucalyptus / Propriétés Botaniques']",75,0.01221617747662,Paris / Île de France
bpt6k6158603m,Botanique.... Tome 4,1783.0,"Lamarck, Jean-Baptiste de Monet de",person,1744.0,1829.0,"Panckoucke (H. Agasse, Vve Agasse)",Paris,monographie,"13 vol. in-4° , dont 5 de supplément",[Encyclopédie botanique (français)]	Collection : Encyclopédie méthodique	Collection : Encyclopédie méthodique	Avec mode texte,printed monograph,"Bibliothèque nationale de France, département Littérature et art, Z-8481",fre,"Botanique.... Tome 4 / par M. le chevalier de Lamarck,... [continuée par J.-L.-M.odique Poiret.]","Lamarck, Jean-Baptiste de Monet de (1744-1829). Auteur du texte",1783-1817,"Panckoucke (H. Agasse, Vve Agasse) (Paris)",91.0,[24],['Eucalyptus / Propriétés Botaniques'],1,0.0001562072870699,Paris / Île de France
bpt6k3046057b,"Mémoires d'agriculture, d'économie rurale et domestique",1785.0,Société d'agriculture de Paris,entity,,,,Paris,presse généraliste,Nombre total de vues : 47725,1785	1785-1872.		Appartient à l’ensemble documentaire : IledeFr1,printed serial,"Académie d'Agriculture de France, 2010-53013",fre,"Mémoires d'agriculture, d'économie rurale et domestique / publiés par la Société royale d'agriculture de Paris",Société d'agriculture de Paris. Auteur du texte,1785,(Paris),86.0,"[5, 5, 131, 5, 5]","['Erreurs', 'Erreurs', 'Erreurs', 'Erreurs', 'Erreurs']",6,0.0086379407149335,Paris / Île de France
bpt6k5831075s,Médecine. Tome 13,1787.0,"Moreau, Jacques-Louis",person,1771.0,1826.0,Panckoucke,Paris,monographie,13 vol. ; in-4,Collection : Encyclopédie méthodique	Contient une table des matières	Avec mode texte,printed monograph,"Bibliothèque nationale de France, département Littérature et art, Z-8584",fre,"Médecine. Tome 13 / . Contenant, 1° l'hygiène, 2° la pathologie, 3° la séméiotique et la nosologie, 4° la thérapeutique ou matière médicale, 5° la médecine militaire, 6° la médecine vétérinaire, 7° la médecine légale, 8° la jurisprudence de la médecine et de la pharmacie, 9° la biographie médicale...","Moreau, Jacques-Louis (1771-1826). Auteur du texte",1787-1830,Panckoucke (Paris),84.0,"[131, 94]","['Erreurs', 'Erreurs']",2,0.0002726489481203,Paris / Île de France
bpt6k5835527p,Médecine. Tome 12,1787.0,"Moreau, Jacques-Louis",person,1771.0,1826.0,Panckoucke,Paris,monographie,13 vol. ; in-4,Collection : Encyclopédie méthodique	Avec mode texte,printed monograph,"Bibliothèque nationale de France, département Littérature et art, Z-8583",fre,"Médecine. Tome 12 / . Contenant, 1° l'hygiène, 2° la pathologie, 3° la séméiotique et la nosologie, 4° la thérapeutique ou matière médicale, 5° la médecine militaire, 6° la médecine vétérinaire, 7° la médecine légale, 8° la jurisprudence de la médecine et de la pharmacie, 9° la biographie médicale...","Moreau, Jacques-Louis (1771-1826). Auteur du texte",1787-1830,Panckoucke (Paris),90.0,"[53, 24, 53, 98]","['Géographie', 'Eucalyptus / Propriétés Botaniques', 'Géographie', 'Industrie / Production']",4,0.0006091265429936,Paris / Île de France
bpt6k61558998,Encyclopédie méthodique. Agriculture. T. 4,1787.0,"Tessier, Alexandre-Henri",person,1741.0,1837.0,"A Paris, chez Panckoucke, libraire, hôtel de Thou, rue des Poitevins ; a Liège, chez Plomteux, imprimeur des Etats. M. DCC. LXXXVII. Avec approbation, et privilège du Roi - A Paris, chez Panckoucke, hôtel de Thou, rue des Poitevins. M. DCC. XCI. - A Paris, chez Panckoucke, imprimeur-libraire, rue des Poitevins, n° 18. M. DCC. XCIII. - A Paris, chez H. Agasse, imprimeur-libraire, rue des Poitevins, n° 18. An IVe. M. DCC. XCVI. - A Paris, chez H. Agasse, imprimeur-libraire, rue des Poitevins, n° 6. M. DCCCXIII. - A Paris, chez Mme Veuve Agasse, imprimeur-libraire, rue des Poitevins, n° 6. M. DCCCXVI [-M. DCCCXXI.]",,monographie,"7 t. ( [4]-772 p. ; [4]-848 p. ; [4]-744-[1] p. ; [4]-718 p., [2] f. de pl. dépl. (tableaux) ; [4]-736 p. ; [4]-643 p. ; VII-[1 bl.]-825-[1] p.) ; in-4",Comprend : Troisième discours ; Dictionnaire de la culture des arbres et de l'aménagement des forêts,printed monograph,"Bibliothèque nationale de France, département Littérature et art, Z-8448",fre,"Encyclopédie méthodique. Agriculture. T. 4 [Dactyle-Hyssope] / , par M. l'abbé Tessier, docteur-régent de la Faculté de médecine, de l'Académie royale des sciences, de la Société royale de médecine, M. Thouin & M. Fougeroux de Bondaroy, de l'Académie royale des sciences. Tome premier [-septième]","Tessier, Alexandre-Henri (1741-1837). Auteur du texte",1787-1821,"A Paris, chez Panckoucke, libraire, hôtel de Thou, rue des Poitevins ; a Liège, chez Plomteux, imprimeur des Etats. M. DCC. LXXXVII. Avec approbation, et privilège du Roi - A Paris, chez Panckoucke, hôtel de Thou, rue des Poitevins. M. DCC. XCI. - A Paris, chez Panckoucke, imprimeur-libraire, rue des Poitevins, n° 18. M. DCC. XCIII. - A Paris, chez H. Agasse, imprimeur-libraire, rue des Poitevins, n° 18. An IVe. M. DCC. XCVI. - A Paris, chez H. Agasse, imprimeur-libraire, rue des Poitevins, n° 6. M. DCCCXIII. - A Paris, chez Mme Veuve Agasse, imprimeur-libraire, rue des Poitevins, n° 6. M. DCCCXVI [-M. DCCCXXI.]",91.0,"[94, 94, 8, 94]","['Erreurs', 'Erreurs', 'Faune et Flore', 'Erreurs']",5,0.0008473412972117,Autres
bpt6k9669102w,Rapports généraux des travaux de la Société philomathique de Paris ...,1792.0,"Riche, Claude-Antoine-Gaspard (Dr)",person,,,,Paris,presse spécialisée,,1792	1792-1800.	,printed serial,"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-Z LE SENNE-3370",fre,"Rapports généraux des travaux de la Société philomathique de Paris ... / par les citoyens Riche et Silvestre, secrétaires de cette société","Riche, Claude-Antoine-Gaspard (Dr). Auteur du texte",1792,(Paris),99.0,[108],['Faune et Flore'],1,0.0019361084220716,Paris / Île de France
bpt6k5844478m,Encyclopédie méthodique. Géographie-physique. Tome 2,1795.0,"Desmarest, Nicolas",person,1725.0,1815.0,"A Paris, chez H. Agasse, imprimeur-libraire, rue des Poitevins. N°. 18. L'an troisième de la république française une et indivisible [-An XII. - 1803] - A Paris, chez H. Agasse, rue des Poitevins, n°. 6. M. DCCCIX [-M. DCCCXI] - A Paris, chez Mme Veuve Agasse, imprimeur-libraire, rue des Poitevins, n° 6. M. DCCCXXVIII",,monographie,5 vol. ; in-4,,printed monograph,"Bibliothèque nationale de France, département Littérature et art, Z-8520",fre,Encyclopédie méthodique. Géographie-physique. Tome 2 / . Par le cit. Desmarest. Tome premier [-cinquième],"Desmarest, Nicolas (1725-1815). Auteur du texte",1795-1828,"A Paris, chez H. Agasse, imprimeur-libraire, rue des Poitevins. N°. 18. L'an troisième de la république française une et indivisible [-An XII. - 1803] - A Paris, chez H. Agasse, rue des Poitevins, n°. 6. M. DCCCIX [-M. DCCCXI] - A Paris, chez Mme Veuve Agasse, imprimeur-libraire, rue des Poitevins, n° 6. M. DCCCXXVIII",93.0,"[76, 94, 96, 122]","['Autres', 'Erreurs', 'Géographie', 'Autres']",4,0.000491816178785,Autres
bpt6k6139115v,Encyclopédie méthodique. Géographie-physique. Tome 5,1795.0,"Desmarest, Nicolas",person,1725.0,1815.0,"A Paris, chez H. Agasse, imprimeur-libraire, rue des Poitevins. N°. 18. L'an troisième de la république française une et indivisible [-An XII. - 1803] - A Paris, chez H. Agasse, rue des Poitevins, n°. 6. M. DCCCIX [-M. DCCCXI] - A Paris, chez Mme Veuve Agasse, imprimeur-libraire, rue des Poitevins, n° 6. M. DCCCXXVIII",,monographie,5 vol. ; in-4,,printed monograph,"Bibliothèque nationale de France, département Littérature et art, Z-8523",fre,Encyclopédie méthodique. Géographie-physique. Tome 5 / . Par le cit. Desmarest. Tome premier [-cinquième],"Desmarest, Nicolas (1725-1815). Auteur du texte",1795-1828,"A Paris, chez H. Agasse, imprimeur-libraire, rue des Poitevins. N°. 18. L'an troisième de la république française une et indivisible [-An XII. - 1803] - A Paris, chez H. Agasse, rue des Poitevins, n°. 6. M. DCCCIX [-M. DCCCXI] - A Paris, chez Mme Veuve Agasse, imprimeur-libraire, rue des Poitevins, n° 6. M. DCCCXXVIII",85.0,"[92, 63, 76, 53, 20, 0, 53]","['Eucalyptus / Propriétés Botaniques', 'Autres', 'Autres', 'Géographie', 'Faune et Flore', 'Géographie', 'Géographie']",7,0.0009087675294765,Autres
bpt6k5839008v,Encyclopédie méthodique. Géographie-physique. Tome 4,1795.0,"Desmarest, Nicolas",person,1725.0,1815.0,"A Paris, chez H. Agasse, imprimeur-libraire, rue des Poitevins. N°. 18. L'an troisième de la république française une et indivisible [-An XII. - 1803] - A Paris, chez H. Agasse, rue des Poitevins, n°. 6. M. DCCCIX [-M. DCCCXI] - A Paris, chez Mme Veuve Agasse, imprimeur-libraire, rue des Poitevins, n° 6. M. DCCCXXVIII",,monographie,5 vol. ; in-4,,printed monograph,"Bibliothèque nationale de France, département Littérature et art, Z-8522",fre,Encyclopédie méthodique. Géographie-physique. Tome 4 / . Par le cit. Desmarest. Tome premier [-cinquième],"Desmarest, Nicolas (1725-1815). Auteur du texte",1795-1828,"A Paris, chez H. Agasse, imprimeur-libraire, rue des Poitevins. N°. 18. L'an troisième de la république française une et indivisible [-An XII. - 1803] - A Paris, chez H. Agasse, rue des Poitevins, n°. 6. M. DCCCIX [-M. DCCCXI] - A Paris, chez Mme Veuve Agasse, imprimeur-libraire, rue des Poitevins, n° 6. M. DCCCXXVIII",90.0,"[121, 0, 20, 7, 24, 11, 24]","['Faune et Flore', 'Géographie', 'Faune et Flore', 'Eucalyptus / Propriétés Botaniques', 'Eucalyptus / Propriétés Botaniques', 'Industrie / Production', 'Eucalyptus / Propriétés Botaniques']",6,0.0008411714153129,Autres
bpt6k3304j,Procès-verbaux des séances de l'Académie tenues depuis la fondation de l'Institut jusqu'au mois d'août 1835,1795.0,Académie des sciences (France),entity,,,Impr. de l'Observatoire d'Abbadia,Hendaye,presse spécialisée,Nombre total de vues : 7957,1795	1795 (TB)-1835. Contient : Tables.	,printed serial,Bibliothèque nationale de France,fre,"Procès-verbaux des séances de l'Académie tenues depuis la fondation de l'Institut jusqu'au mois d'août 1835 : publiés conformément à une décision de l'Académie par MM. les secrétaires perpétuels / Institut de France, Académie des sciences",Académie des sciences (France). Auteur du texte,1795,Impr. de l'Observatoire d'Abbadia (Hendaye),96.0,[5],['Erreurs'],1,0.0002069849128697,Sud de la France
bpt6k30632923,"Principes de la philosophie du botaniste, ou Dictionnaire interprète et raisonné des principaux préceptes et des termes que la botanique, la médecine, la physique, la chimie et l'agriculture ont consacrés à l'étude et à la connoissance des plantes . Par N. Jolyclerc,...",1797.0,"Jolyclerc, Nicolas",person,1746.0,1817.0,,Paris,monographie,XV-[1]-462-[1] p. ; in-8,Avec mode texte,monographie imprimée,"Bibliothèque nationale de France, département Sciences et techniques, S-29064",fre,"Principes de la philosophie du botaniste, ou Dictionnaire interprète et raisonné des principaux préceptes et des termes que la botanique, la médecine, la physique, la chimie et l'agriculture ont consacrés à l'étude et à la connoissance des plantes . Par N. Jolyclerc,...","Jolyclerc, Nicolas (1746-1817). Auteur du texte",1797,(Paris),86.0,[8],['Faune et Flore'],3,0.0019174229835101,Paris / Île de France
bpt6k6525067p,Tableau du règne végétal selon la méthode de Jussieu.,1798.0,"Ventenat, Étienne-Pierre",person,1757.0,1808.0,impr. de J. Drisonnier,Paris,monographie,"4 vol. : fig. au titre du t. I, pl. au t. IV ; in-8",Contient une table des matières	Avec mode texte,monographie imprimée,"Bibliothèque nationale de France, département Sciences et techniques, S-13788",fre,"Tableau du règne végétal selon la méthode de Jussieu. [Tome 4] / , par É.-P. Ventenat,...","Ventenat, Étienne-Pierre (1757-1808). Auteur du texte",1798,impr. de J. Drisonnier (Paris),100.0,"[5, 131, 131]","['Erreurs', 'Erreurs', 'Erreurs']",3,0.0089645898700134,Paris / Île de France
bpt6k65637917,Tableau du règne végétal selon la méthode de Jussieu. Tome 3,1798.0,"Ventenat, Étienne-Pierre",person,1757.0,1808.0,impr. de J. Drisonnier,Paris,monographie,"4 vol. : fig. au titre du t. I, pl. au t. IV ; in-8",Avec mode texte,monographie imprimée,"Bibliothèque nationale de France, département Sciences et techniques, S-13787",fre,"Tableau du règne végétal selon la méthode de Jussieu. Tome 3 / , par É.-P. Ventenat,...","Ventenat, Étienne-Pierre (1757-1808). Auteur du texte",1798,impr. de J. Drisonnier (Paris),100.0,"[131, 134, 24, 122]","['Erreurs', 'Eucalyptus / Propriétés Botaniques', 'Eucalyptus / Propriétés Botaniques', 'Autres']",4,0.0036012352236817,Paris / Île de France
bpt6k9808637b,"Phytologie universelle, ou Histoire naturelle et méthodique des plantes, de leurs propriétés, de leurs vertus et de leur culture. Tome 5",1798.0,"Jolyclerc, Nicolas",person,1746.0,1817.0,Gueffier jeune,Paris,monographie,5 vol. ; in-8,Avec mode texte,monographie imprimée,"Bibliothèque nationale de France, département Sciences et techniques, S-13395",fre,"Phytologie universelle, ou Histoire naturelle et méthodique des plantes, de leurs propriétés, de leurs vertus et de leur culture. Tome 5 / ; par N. Jolyclerc,...","Jolyclerc, Nicolas (1746-1817). Auteur du texte",1798,Gueffier jeune (Paris),92.0,[131],['Erreurs'],1,0.0006289743315575,Paris / Île de France
bpt6k9787488m,"Principes de la philosophie du botaniste, ou Dictionnaire interprète et raisonné des principaux préceptes et des termes que la botanique, la médecine, la physique, la chymie et l'agriculture ont consacrés à l'étude et à la connoissance des plantes . Par N. Jolyclerc,...",1798.0,"Jolyclerc, Nicolas",person,1746.0,1817.0,,Paris,monographie,XV-[1]-462-[1] p. ; in-8,Contient une table des matières	Avec mode texte,monographie imprimée,"Bibliothèque nationale de France, département Sciences et techniques, 8-S-16023",fre,"Principes de la philosophie du botaniste, ou Dictionnaire interprète et raisonné des principaux préceptes et des termes que la botanique, la médecine, la physique, la chymie et l'agriculture ont consacrés à l'étude et à la connoissance des plantes . Par N. Jolyclerc,...","Jolyclerc, Nicolas (1746-1817). Auteur du texte",1798,(Paris),99.0,[78],['Autres'],2,0.0012911555842479,Paris / Île de France
bpt6k3063670w,"Phytologie universelle, ou Histoire naturelle et méthodique des plantes, de leurs propriétés, de leurs vertus et de leur culture. Tome 2",1798.0,"Jolyclerc, Nicolas",person,1746.0,1817.0,Gueffier jeune,Paris,monographie,5 vol. ; in-8,Avec mode texte,monographie imprimée,"Bibliothèque nationale de France, département Sciences et techniques, S-13392",fre,"Phytologie universelle, ou Histoire naturelle et méthodique des plantes, de leurs propriétés, de leurs vertus et de leur culture. Tome 2 / ; par N. Jolyclerc,...","Jolyclerc, Nicolas (1746-1817). Auteur du texte",1798,Gueffier jeune (Paris),87.0,[41],['Autres'],1,0.0005828830561724,Paris / Île de France
bpt6k10672384,"Relation du voyage à la recherche de Lapérouse fait... pendant les années 1791, 1792 et pendant la 1ere et la 2de année de la République Françoise",1799.0,"La Billardière, Jacques Julien Houtou de",person,1755.0,1834.0,H. J. Jansen,Paris,monographie,2 vol. in-4 °,Avec mode texte,printed monograph,"Bibliothèque nationale de France, département Réserve des livres rares, SMITH LESOUEF R-5756",fre,"Relation du voyage à la recherche de Lapérouse fait... pendant les années 1791, 1792 et pendant la 1ere et la 2de année de la République Françoise, par le Cen Labillardière,.... Tome 2","La Billardière, Jacques Julien Houtou de (1755-1834). Auteur du texte",1799,H. J. Jansen (A Paris),86.0,"[7, 7, 102, 27, 122, 112, 24, 13, 13, 8, 99, 8]","['Eucalyptus / Propriétés Botaniques', 'Eucalyptus / Propriétés Botaniques', 'Propriétés Chimiques', 'Faune et Flore', 'Autres', 'Industrie / Production', 'Eucalyptus / Propriétés Botaniques', 'Description', 'Description', 'Faune et Flore', 'Eucalyptus / Propriétés Botaniques', 'Faune et Flore']",11,0.01048307935691,Paris / Île de France
bpt6k10672369,"Relation du voyage à la recherche de Lapérouse fait... pendant les années 1791, 1792 et pendant la 1ere et la 2de année de la République Françoise",1799.0,"La Billardière, Jacques Julien Houtou de",person,1755.0,1834.0,H. J. Jansen,Paris,monographie,2 vol. in-4 °,Avec mode texte,printed monograph,"Bibliothèque nationale de France, département Réserve des livres rares, SMITH LESOUEF R-5755",fre,"Relation du voyage à la recherche de Lapérouse fait... pendant les années 1791, 1792 et pendant la 1ere et la 2de année de la République Françoise, par le Cen Labillardière,.... Tome 1","La Billardière, Jacques Julien Houtou de (1755-1834). Auteur du texte",1799,H. J. Jansen (A Paris),88.0,"[24, 7, 121, 7, 24, 96, 2, 24, 24, 68, 80, 99, 53]","['Eucalyptus / Propriétés Botaniques', 'Eucalyptus / Propriétés Botaniques', 'Faune et Flore', 'Eucalyptus / Propriétés Botaniques', 'Eucalyptus / Propriétés Botaniques', 'Géographie', 'Eucalyptus / Propriétés Botaniques', 'Eucalyptus / Propriétés Botaniques', 'Eucalyptus / Propriétés Botaniques', 'Faune et Flore', 'Institutions / Transport', 'Eucalyptus / Propriétés Botaniques', 'Géographie']",16,0.01500009375058,Paris / Île de France
bpt6k1056866x,"Relation du voyage à la recherche de Lapérouse fait... pendant les années 1791, 1792 et pendant la 1ere et la 2de année de la République Françoise",1799.0,"La Billardière, Jacques Julien Houtou de",person,1755.0,1834.0,H. J. Jansen,Paris,monographie,2 vol. in-4 °,Avec mode texte,printed monograph,"Bibliothèque nationale de France, département Réserve des livres rares, SMITH LESOUEF R-5755",fre,"Relation du voyage à la recherche de Lapérouse fait... pendant les années 1791, 1792 et pendant la 1ere et la 2de année de la République Françoise, par le Cen Labillardière,.... Tome 1","La Billardière, Jacques Julien Houtou de (1755-1834). Auteur du texte",1799,H. J. Jansen (A Paris),88.0,"[24, 7, 121, 7, 24, 96, 2, 24, 24, 68, 80, 99, 53]","['Eucalyptus / Propriétés Botaniques', 'Eucalyptus / Propriétés Botaniques', 'Faune et Flore', 'Eucalyptus / Propriétés Botaniques', 'Eucalyptus / Propriétés Botaniques', 'Géographie', 'Eucalyptus / Propriétés Botaniques', 'Eucalyptus / Propriétés Botaniques', 'Eucalyptus / Propriétés Botaniques', 'Faune et Flore', 'Institutions / Transport', 'Eucalyptus / Propriétés Botaniques', 'Géographie']",16,0.01500009375058,Paris / Île de France
bpt6k1056868r,"Relation du voyage à la recherche de Lapérouse fait... pendant les années 1791, 1792 et pendant la 1ere et la 2de année de la République Françoise",1799.0,"La Billardière, Jacques Julien Houtou de",person,1755.0,1834.0,H. J. Jansen,Paris,monographie,2 vol. in-4 °,Avec mode texte,printed monograph,"Bibliothèque nationale de France, département Réserve des livres rares, SMITH LESOUEF R-5756",fre,"Relation du voyage à la recherche de Lapérouse fait... pendant les années 1791, 1792 et pendant la 1ere et la 2de année de la République Françoise, par le Cen Labillardière,.... Tome 2","La Billardière, Jacques Julien Houtou de (1755-1834). Auteur du texte",1799,H. J. Jansen (A Paris),86.0,"[7, 7, 102, 27, 122, 112, 24, 13, 13, 8, 99, 8]","['Eucalyptus / Propriétés Botaniques', 'Eucalyptus / Propriétés Botaniques', 'Propriétés Chimiques', 'Faune et Flore', 'Autres', 'Industrie / Production', 'Eucalyptus / Propriétés Botaniques', 'Description', 'Description', 'Faune et Flore', 'Eucalyptus / Propriétés Botaniques', 'Faune et Flore']",11,0.01048307935691,Paris / Île de France
bpt6k1060558r,"Relation du voyage à la recherche de La Pérouse, fait par ordre de l'Assemblée constituante pendant les années 1791, 1792 et pendant la 1re et la 2e année de la République françoise. Tome 1",1799.0,"La Billardière, Jacques Julien Houtou de",person,1755.0,1834.0,G. H. J. Jansen,Paris,monographie,2 vol. + atlas ; in-4 + in-fol.,Avec mode texte,printed monograph,"Bibliothèque nationale de France, département Réserve des livres rares, G-6190",fre,"Relation du voyage à la recherche de La Pérouse, fait par ordre de l'Assemblée constituante pendant les années 1791, 1792 et pendant la 1re et la 2e année de la République françoise. Tome 1 / , par le cen Labillardière,...","La Billardière, Jacques Julien Houtou de (1755-1834). Auteur du texte",1799,G. H. J. Jansen (Paris),88.0,"[24, 7, 96, 3, 68, 96, 2, 2, 24, 24, 68, 80, 99, 69]","['Eucalyptus / Propriétés Botaniques', 'Eucalyptus / Propriétés Botaniques', 'Géographie', 'Malaria / Assainissement', 'Faune et Flore', 'Géographie', 'Eucalyptus / Propriétés Botaniques', 'Eucalyptus / Propriétés Botaniques', 'Eucalyptus / Propriétés Botaniques', 'Eucalyptus / Propriétés Botaniques', 'Faune et Flore', 'Institutions / Transport', 'Eucalyptus / Propriétés Botaniques', 'Autres']",16,0.01507272590247,Paris / Île de France
bpt6k1060560t,"Relation du voyage à la recherche de La Pérouse, fait par ordre de l'Assemblée constituante pendant les années 1791, 1792 et pendant la 1re et la 2e année de la République françoise. Tome 2",1799.0,"La Billardière, Jacques Julien Houtou de",person,1755.0,1834.0,G. H. J. Jansen,Paris,monographie,2 vol. + atlas ; in-4 + in-fol.,Avec mode texte,printed monograph,"Bibliothèque nationale de France, département Réserve des livres rares, G-6191",fre,"Relation du voyage à la recherche de La Pérouse, fait par ordre de l'Assemblée constituante pendant les années 1791, 1792 et pendant la 1re et la 2e année de la République françoise. Tome 2 / , par le cen Labillardière,...","La Billardière, Jacques Julien Houtou de (1755-1834). Auteur du texte",1799,G. H. J. Jansen (Paris),86.0,"[7, 7, 102, 27, 122, 112, 24, 32, 121, 86, 8, 8]","['Eucalyptus / Propriétés Botaniques', 'Eucalyptus / Propriétés Botaniques', 'Propriétés Chimiques', 'Faune et Flore', 'Autres', 'Industrie / Production', 'Eucalyptus / Propriétés Botaniques', 'Médecine/Médicaments', 'Faune et Flore', 'Autres', 'Faune et Flore', 'Faune et Flore']",11,0.0104946811047999,Paris / Île de France
