ark,title_clean,date_clean,author_name_clean,author_type_clean,author_birth_clean,author_death_clean,publisher_name_clean,publisher_place_clean,type_clean,format,description,type,source,language,title,author,date,publisher,ocr_quality,topics,metatopics,occurences,occurences_ratio,publisher_place_country
bpt6k1209335p,Les Échos d'Hyères,1878.0,Agence V Fouchier,entity,,,,Hyères,presse généraliste,,"06 janvier 1878	1878/01/06 (A6,N12).		Appartient à l’ensemble documentaire : BIPFPIG00	Appartient à l’ensemble documentaire : BIPFPIG83	Appartient à l’ensemble documentaire : BIPFPIG83",printed serial,"Bibliothèque nationale de France, département Droit, économie, politique, JO-1754",fre,"Les Échos d'Hyères : liste hebdomadaire des étrangers, avec comptes rendus, nouvelles à la main etc., etc..., publiée par l'Agence V. Fouchier [""puis"" journal littéraire de la station hivernale...]",Agence V Fouchier. Auteur du texte,1878-01-06,[s.n.] (Hyères),88.0,"[88, 0]","['Institutions / Transport', 'Géographie']",2,0.02100619682806,Sud de la France
bpt6k9795454g,Le Bordeaux médical,1878.0,Société de médecine (Bordeaux),entity,,,impr. Duverdier,Bordeaux,presse spécialisée,,"08 janvier 1878	1878/01/08 (A7,N2).		Appartient à l’ensemble documentaire : Aquit1",printed serial,"Université de Bordeaux, 2017-155416",fre,Le Bordeaux médical,Société de médecine (Bordeaux). Auteur du texte,1878-01-08,impr. Duverdier (Bordeaux),99.0,[25],['Médecine/Médicaments'],1,0.0135685210312,Sud de la France
bpt6k6193454,Le Petit journal,1911.0,Parti social français,entity,,,,Paris,presse généraliste,Nombre total de vues : 146118,04 mai 1911	1911/05/04 (Numéro 17660).		Appartient à l’ensemble documentaire : BIPFPIG00	Appartient à l’ensemble documentaire : BIPFPIG63	Appartient à l’ensemble documentaire : BIPFPIG64	Appartient à l’ensemble documentaire : GCFeTra	Appartient à l’ensemble documentaire : GCGen1	Appartient à l’ensemble documentaire : BnPlCo00	Appartient à l’ensemble documentaire : BnPlCo01,printed serial,Bibliothèque nationale de France,fre,Le Petit journal,Parti social français. Auteur du texte,1911-05-04,[s.n.] (Paris),80.0,[105],['Autres'],1,0.0026240520611928,Paris / Île de France
bpt6k757264r,L'Action française,1911.0,Action française,entity,,,Action française,Paris,presse généraliste,Nombre total de vues : 57453,11 mai 1911	1911/05/11 (Numéro 131).		Appartient à l’ensemble documentaire : BIPFPIG00	Appartient à l’ensemble documentaire : BIPFPIG87	Appartient à l’ensemble documentaire : BIPFPIG69,printed serial,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-LC2-6354",fre,L'Action française : organe du nationalisme intégral / directeur politique : Henri Vaugeois ; rédacteur en chef : Léon Daudet,Action française. Auteur du texte,1911-05-11,Action française (Paris),68.0,[33],['Description'],1,0.0038511900177154,Paris / Île de France
bpt6k68152383,La Française,1911.0,Conseil national des femmes francaises,entity,,,,Paris,presse généraliste,,"21 mai 1911	1911/05/21 (A6,N201).	",printed serial,"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-LC2-6328",fre,La Française : journal de progrès féminin,Conseil national des femmes francaises. Auteur du texte,1911-05-21,[s.n.] (Paris),87.0,[47],['Autres'],1,0.0059094669660796,Paris / Île de France
bpt6k619364f,Le Petit journal,1911.0,Parti social français,entity,,,,Paris,presse généraliste,Nombre total de vues : 146118,23 mai 1911	1911/05/23 (Numéro 17679).		Appartient à l’ensemble documentaire : BIPFPIG00	Appartient à l’ensemble documentaire : BIPFPIG63	Appartient à l’ensemble documentaire : BIPFPIG64	Appartient à l’ensemble documentaire : GCFeTra	Appartient à l’ensemble documentaire : GCGen1	Appartient à l’ensemble documentaire : BnPlCo00	Appartient à l’ensemble documentaire : BnPlCo01,printed serial,Bibliothèque nationale de France,fre,Le Petit journal,Parti social français. Auteur du texte,1911-05-23,[s.n.] (Paris),78.0,[32],['Médecine/Médicaments'],2,0.0055366387066411,Paris / Île de France
bd6t538160635,La Voix du peuple,1911.0,Union conservatrice du Gers,entity,,,,Auch,presse généraliste,,"25 mai 1911	1911/05/25 (A21,N6750).		Appartient à l’ensemble documentaire : BIPFPIG00	Appartient à l’ensemble documentaire : BIPFPIG32",printed serial,"Archives départementales du Gers, 124JX",fre,"La Voix du peuple : organe de l'Union conservatrice du Gers [""puis"" organe de défense sociale et religieuse ""puis"" organe quotidien de défense sociale et religieuse]",Union conservatrice du Gers. Auteur du texte,1911-05-25,[s.n.] (Auch),100.0,[104],['Malaria / Assainissement'],1,0.0038115566397316,Sud de la France
bpt6k619367k,Le Petit journal,1911.0,Parti social français,entity,,,,Paris,presse généraliste,Nombre total de vues : 146118,26 mai 1911	1911/05/26 (Numéro 17682).		Appartient à l’ensemble documentaire : BIPFPIG00	Appartient à l’ensemble documentaire : BIPFPIG63	Appartient à l’ensemble documentaire : BIPFPIG64	Appartient à l’ensemble documentaire : GCFeTra	Appartient à l’ensemble documentaire : GCGen1	Appartient à l’ensemble documentaire : BnPlCo00	Appartient à l’ensemble documentaire : BnPlCo01,printed serial,Bibliothèque nationale de France,fre,Le Petit journal,Parti social français. Auteur du texte,1911-05-26,[s.n.] (Paris),80.0,[13],['Description'],2,0.0062032815359325,Paris / Île de France
bpt6k54580566,Bulletin officiel mensuel du Nord-touriste et de l'Automobile-club du Nord,1911.0,Automobile-club du Nord de la France,entity,,,,Roubaix,presse officielle,Nombre total de vues : 4780,01 juin 1911	1911/06/01-1911/07/31.		Appartient à l’ensemble documentaire : BIPFPIG00	Appartient à l’ensemble documentaire : BIPFPIG59	Appartient à l’ensemble documentaire : BIPFPIG59	Appartient à l’ensemble documentaire : Roubaix1	Appartient à l’ensemble documentaire : NordPdeC1,printed serial,"Bibliothèque nationale de France, département Droit, économie, politique, JO-61486",fre,Bulletin officiel mensuel du Nord-touriste et de l'Automobile-club du Nord,Automobile-club du Nord de la France. Auteur du texte,1911-06-01,[s.n.] (Roubaix),92.0,[47],['Autres'],1,0.0040804668054025,France Métropolitaine
bpt6k619374s,Le Petit journal,1911.0,Parti social français,entity,,,,Paris,presse généraliste,Nombre total de vues : 146118,02 juin 1911	1911/06/02 (Numéro 17689).		Appartient à l’ensemble documentaire : BIPFPIG00	Appartient à l’ensemble documentaire : BIPFPIG63	Appartient à l’ensemble documentaire : BIPFPIG64	Appartient à l’ensemble documentaire : GCFeTra	Appartient à l’ensemble documentaire : GCGen1	Appartient à l’ensemble documentaire : BnPlCo00	Appartient à l’ensemble documentaire : BnPlCo01,printed serial,Bibliothèque nationale de France,fre,Le Petit journal,Parti social français. Auteur du texte,1911-06-02,[s.n.] (Paris),79.0,[38],['Autres'],1,0.0028735632183908,Paris / Île de France
bpt6k5492854c,Bulletin commercial et industriel de Roubaix,1911.0,Chambre de commerce et d'industrie (Lille),entity,,,,Roubaix,presse généraliste,Nombre total de vues : 987,"08 juin 1911	1911/06/08 (A7,N336).		Appartient à l’ensemble documentaire : BIPFPIG00	Appartient à l’ensemble documentaire : BIPFPIG59	Appartient à l’ensemble documentaire : Roubaix1	Appartient à l’ensemble documentaire : BIPFPIG59	Appartient à l’ensemble documentaire : NordPdeC1",printed serial,"Bibliothèque nationale de France, département Droit, économie, politique, JO-55581",fre,Bulletin commercial et industriel de Roubaix : organe hebdomadaire d'informations publié sous le patronage de la Chambre de commerce de Roubaix,Chambre de commerce et d'industrie (Lille). Auteur du texte,1911-06-08,[s.n.] (Roubaix),92.0,[11],['Industrie / Production'],1,0.0102427532520699,France Métropolitaine
bpt6k5167724w,Bulletin de la Compagnie générale transatlantique,1911.0,Compagnie générale maritime,entity,,,,Paris,presse spécialisée,,15 juin 1911	1911/06/15 (N163).	,printed serial,"Bibliothèque nationale de France, département Droit, économie, politique, JO-50321",fre,Bulletin de la Compagnie générale transatlantique,Compagnie générale maritime. Auteur du texte,1911-06-15,[s.n.] (Paris),86.0,[106],['Erreurs'],1,0.005577555914998,Paris / Île de France
bpt6k70357073,Le Mobacher,1911.0,Algérie (Période coloniale),entity,,,,Alger,presse généraliste,,21 juin 1911	1911/06/21 (N5363).		Appartient à l’ensemble documentaire : MAEDIGen0	Appartient à l’ensemble documentaire : MAEDI014,printed serial,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3033",fre,Le Mobacher,Algérie (Période coloniale). Auteur du texte,1911-06-21,[s.n.] (Alger),88.0,[12],['Médecine/Médicaments'],1,0.006324710644488,Afrique du Nord
bpt6k7156519q,Journal général de l'Algérie et de la Tunisie,1911.0,Syndicat des entrepreneurs de travaux publics de l'Algérie et de la Tunisie,entity,,,,Alger,presse généraliste,Nombre total de vues : 13676,"22 juin 1911	1911/06/22 (A25,N2784).		Appartient à l’ensemble documentaire : MAEDI013	Appartient à l’ensemble documentaire : MAEDIGen0",printed serial,"Bibliothèque nationale de France, département Droit, économie, politique, JO-86232",fre,Journal général de l'Algérie et de la Tunisie : affiches algériennes et tunisiennes : organe de la propriété foncière et des intérêts économiques...,Syndicat des entrepreneurs de travaux publics de l'Algérie et de la Tunisie. Auteur du texte,1911-06-22,[s.n.?] (Alger),86.0,"[3, 3]","['Malaria / Assainissement', 'Malaria / Assainissement']",2,0.009745638826625,Afrique du Nord
bpt6k5598587t,Journal général de l'Algérie et de la Tunisie,1911.0,Syndicat des entrepreneurs de travaux publics de l'Algérie et de la Tunisie,entity,,,,Alger,presse généraliste,Nombre total de vues : 13676,"22 juin 1911	1911/06/22 (N2784,A25).		Appartient à l’ensemble documentaire : MAEDI013	Appartient à l’ensemble documentaire : MAEDIGen0",printed serial,"Bibliothèque nationale de France, département Droit, économie, politique, JO-86232",fre,Journal général de l'Algérie et de la Tunisie : affiches algériennes et tunisiennes : organe de la propriété foncière et des intérêts économiques...,Syndicat des entrepreneurs de travaux publics de l'Algérie et de la Tunisie. Auteur du texte,1911-06-22,[s.n.?] (Alger),92.0,[3],['Malaria / Assainissement'],1,0.0061124694376528,Afrique du Nord
bpt6k3380418,La Dépêche de Brest,1911.0,Union républicaine (France),entity,,,,Brest,presse généraliste,,"22 juin 1911	1911/06/22 (A25,N9423).		Appartient à l’ensemble documentaire : BIPFPIG00	Appartient à l’ensemble documentaire : GMBrst001	Appartient à l’ensemble documentaire : BIPFPIG29	Appartient à l’ensemble documentaire : BIPFPIG29",printed serial,"Bibliothèque municipale de Brest, PB A100",fre,"La Dépêche de Brest : journal politique et maritime [""puis"" journal de l'Union républicaine ""puis"" journal républicain quotidien ""puis"" quotidien républicain du matin]...",Union républicaine (France). Auteur du texte,1911-06-22,[s.n.] (Brest),99.0,[120],['Maladies'],1,0.0028463268152449,France Métropolitaine
bpt6k5418982p,L'Union pharmaceutique,1911.0,Pharmacie centrale de France et Maison de droguerie Menier réunies (Paris),entity,,,Pharmacie centrale de France,Paris,presse spécialisée,Nombre total de vues : 61731,30 juin 1911	1911/06/30 (A52).	,printed serial,"Bibliothèque nationale de France, département Sciences et techniques, 8-T44-17",fre,"L'Union pharmaceutique : journal de la Pharmacie centrale de France : organe des intérêts scientifiques, pratiques et moraux de la profession",Pharmacie centrale de France et Maison de droguerie Menier réunies (Paris). Auteur du texte,1911-06-30,Pharmacie centrale de France (Paris),97.0,"[109, 22]","['Médecine/Médicaments', 'Propriétés Chimiques']",2,0.03307425169505,Paris / Île de France
bpt6k5812517t,Annales de la Société entomologique de France,1911.0,Société entomologique de France,entity,,,Mequignon-Marvis,Paris,presse spécialisée,Nombre total de vues : 125079,01 juillet 1911	1911/07/01 (VOL80)-1911/09/30.	,printed serial,"Muséum national d'histoire naturelle. Bibliothèques, 2008-139742",fre,Annales de la Société entomologique de France,Société entomologique de France. Auteur du texte,1911-07-01,Mequignon-Marvis (Paris),96.0,[108],['Faune et Flore'],1,0.0010249682259849,Paris / Île de France
bpt6k6532996v,Bulletin économique,1911.0,Madagascar,entity,,,Imprimerie officielle,Tananarive,presse officielle,Nombre total de vues : 26415,"01 juillet 1911	1911/07/01 (A11,N2)-1911/12/31.		Appartient à l’ensemble documentaire : BIPFPIG00	Appartient à l’ensemble documentaire : RfnEns0	Appartient à l’ensemble documentaire : BIPFPIG976	Appartient à l’ensemble documentaire : NmBA001	Appartient à l’ensemble documentaire : RfnHisg1	Appartient à l’ensemble documentaire : MAEDI014	Appartient à l’ensemble documentaire : RfnShs1	Appartient à l’ensemble documentaire : RfnOci1	Appartient à l’ensemble documentaire : MAEDIGen0	Appartient à l’ensemble documentaire : RfnAfc1",printed serial,"CIRAD, 2013-107900",fre,"Bulletin économique : publié... par le Gouvernement général : colonisation, agriculture, commerce, industrie, élevage... / Colonie de Madagascar et dépendances",Madagascar. Auteur du texte,1911-07-01,Imprimerie officielle (Tananarive),100.0,"[32, 121, 14, 11, 36]","['Médecine/Médicaments', 'Faune et Flore', 'Eucalyptus / Propriétés Botaniques', 'Industrie / Production', 'Institutions / Transport']",5,0.0081045158362239,Madagascar
bpt6k6529479h,Bulletin économique de l'Indochine,1911.0,Indochine française. Direction des affaires économiques,entity,,,,Saïgon,presse généraliste,Nombre total de vues : 55886,"01 juillet 1911	1911/07/01 (A14,N91)-1911/08/31.		Appartient à l’ensemble documentaire : NmBA001	Appartient à l’ensemble documentaire : FrVtm0	Appartient à l’ensemble documentaire : MAEDIGen0	Appartient à l’ensemble documentaire : MAEDI013",printed serial,"CIRAD, 2013-106464",fre,Bulletin économique de l'Indochine,Indochine française. Direction des affaires économiques. Auteur du texte,1911-07-01,[s.n.] (Saïgon),100.0,[20],['Faune et Flore'],1,0.0009937098168592,Autres
bd6t538491779,La Revue méridionale,1911.0,Société de lecture (Carcassonne),entity,,,,Carcassonne,presse généraliste,,"01 juillet 1911	1911/07/01 (A26,N7)-1911/08/31 (A26,N8).	",printed serial,"CIRDOC - Mediatèca occitana, L 3",fre,"La Revue méridionale : revue de l'Aude : publication mensuelle, littéraire, artistique et sténographique : organe de la Société de lecture de Carcassonne",Société de lecture (Carcassonne). Auteur du texte,1911-07-01,[s.n.] (Carcassonne),99.0,[13],['Description'],1,0.01656451880072,Sud de la France
bd6t54339676b,Journal des sciences médicales de Lille,1911.0,Université catholique de Lille. Faculté libre de médecine,entity,,,Faculté libre de médecine et de pharmacie,Lille,presse spécialisée,,"01 juillet 1911	1911/07/01 (A34,N26)-1911/12/30 (A34,N52).	",printed serial,"Bibliothèque nationale de France, département Sciences et techniques, 8-T33-364",fre,Journal des sciences médicales de Lille,Université catholique de Lille. Faculté libre de médecine. Auteur du texte,1911-07-01,Faculté libre de médecine et de pharmacie (Lille),88.0,"[118, 31, 31, 28, 6, 12, 18, 12, 12, 12, 19, 19]","['Maladies', 'Médecine/Médicaments', 'Médecine/Médicaments', 'Autres', 'Autres', 'Médecine/Médicaments', 'Maladies', 'Médecine/Médicaments', 'Médecine/Médicaments', 'Médecine/Médicaments', 'Médecine/Médicaments', 'Médecine/Médicaments']",12,0.0054645306423555,France Métropolitaine
bpt6k50696223,Le Libéral,1911.0,Union républicaine socialiste indépendante (Algérie),entity,,,,Oran,presse généraliste,,"05 juillet 1911	1911/07/05 (A10,N1597,SER2).	",printed serial,"Bibliothèque nationale de France, département Droit, économie, politique, JO-86393",fre,Le Libéral : républicain indépendant,Union républicaine socialiste indépendante (Algérie). Auteur du texte,1911-07-05,[s.n.] (Oran),87.0,[3],['Malaria / Assainissement'],1,0.0086715227193895,Afrique du Nord
bpt6k74711659,Le Petit Champenois,1911.0,Action libérale populaire (France),entity,,,,Reims,presse généraliste,,"13 juillet 1911	1911/07/13 (A28,N6324).		Appartient à l’ensemble documentaire : BIPFPIG00	Appartient à l’ensemble documentaire : BIPFPIG52	Appartient à l’ensemble documentaire : BIPFPIG51	Appartient à l’ensemble documentaire : BIPFPIG51	Appartient à l’ensemble documentaire : BIPNOUV",printed serial,"Archives départementales de la Haute-Marne, 17 Pr",fre,"Le Petit Champenois : journal républicain quotidien de Reims, de la Marne, de la Haute-Marne et de l'Aisne",Action libérale populaire (France). Auteur du texte,1911-07-13,[s.n.] (Reims),99.0,[30],['Autres'],1,0.0072364136334032,France Métropolitaine
bd6t5336642z,Le Nemrod,1911.0,Société de vénerie (France),entity,,,Société de vénerie française,Paris,presse généraliste,,"14 juillet 1911	1911/07/14 (A27,N1227).	",printed serial,"Fondation François Sommer pour la chasse et la nature, 2022-129032",fre,Le Nemrod : journal des chasseurs à courre et à tir : organe officiel de la Société de vénerie,Société de vénerie (France). Auteur du texte,1911-07-14,Société de vénerie française (Paris),88.0,[10],['Faune et Flore'],1,0.0098096919756719,Paris / Île de France
bpt6k6486443c,Journal officiel de Madagascar et dépendances,1911.0,Madagascar,entity,,,Imprimerie nationale,Tananarive,presse officielle,Nombre total de vues : 94347,"15 juillet 1911	1911/07/15 (A27,N1320).		Appartient à l’ensemble documentaire : RfnOci1	Appartient à l’ensemble documentaire : MAEDIGen0	Appartient à l’ensemble documentaire : MAEDI014	Appartient à l’ensemble documentaire : RfnAfc1	Appartient à l’ensemble documentaire : RfnHisg1	Appartient à l’ensemble documentaire : BIPFPIG00	Appartient à l’ensemble documentaire : MAEDI013	Appartient à l’ensemble documentaire : RfnEns0	Appartient à l’ensemble documentaire : BIPFPIG976",printed serial,"Bibliothèque Interuniversitaire Cujas, 2012-252722",fre,Journal officiel de Madagascar et dépendances,Madagascar. Auteur du texte,1911-07-15,Imprimerie nationale (Tananarive),99.0,"[80, 43]","['Institutions / Transport', 'Géographie']",2,0.0032796025121755,Madagascar
bpt6k70119997,Le De Dion-Bouton,1911.0,De Dion-Bouton,entity,,,,Puteaux,presse généraliste,,15 juillet 1911	1911/07/15 (N329).	,printed serial,"Bibliothèque nationale de France, département Droit, économie, politique, JO-9027",fre,Le De Dion-Bouton : journal industriel,De Dion-Bouton. Auteur du texte,1911-07-15,[s.n.] (Puteaux),89.0,[12],['Médecine/Médicaments'],1,0.0064304546331425,Paris / Île de France
bpt6k6194230,Le Petit journal,1911.0,Parti social français,entity,,,,Paris,presse généraliste,Nombre total de vues : 146118,21 juillet 1911	1911/07/21 (Numéro 17738).		Appartient à l’ensemble documentaire : BIPFPIG00	Appartient à l’ensemble documentaire : BIPFPIG63	Appartient à l’ensemble documentaire : BIPFPIG64	Appartient à l’ensemble documentaire : GCFeTra	Appartient à l’ensemble documentaire : GCGen1	Appartient à l’ensemble documentaire : BnPlCo00	Appartient à l’ensemble documentaire : BnPlCo01,printed serial,Bibliothèque nationale de France,fre,Le Petit journal,Parti social français. Auteur du texte,1911-07-21,[s.n.] (Paris),79.0,[36],['Institutions / Transport'],1,0.0028496523424142,Paris / Île de France
bpt6k5458057m,Bulletin officiel mensuel du Nord-touriste et de l'Automobile-club du Nord,1911.0,Automobile-club du Nord de la France,entity,,,,Roubaix,presse officielle,Nombre total de vues : 4780,01 août 1911	1911/08/01-1911/08/31.		Appartient à l’ensemble documentaire : BIPFPIG00	Appartient à l’ensemble documentaire : BIPFPIG59	Appartient à l’ensemble documentaire : BIPFPIG59	Appartient à l’ensemble documentaire : Roubaix1	Appartient à l’ensemble documentaire : NordPdeC1,printed serial,"Bibliothèque nationale de France, département Droit, économie, politique, JO-61486",fre,Bulletin officiel mensuel du Nord-touriste et de l'Automobile-club du Nord,Automobile-club du Nord de la France. Auteur du texte,1911-08-01,[s.n.] (Roubaix),93.0,[131],['Erreurs'],1,0.0042197653810448,France Métropolitaine
bd6t5842860p,Le Noël,1911.0,"Mouvement noëliste, Paris",entity,,,Bonne Presse,Paris,presse généraliste,,"03 août 1911	1911/08/03 (A17,N853,VOL34).	",printed serial,"Bibliothèque nationale de France, département Littérature et art, 4-Z-1054",fre,Le Noël,"Mouvement noëliste, Paris. Auteur du texte",1911-08-03,Bonne Presse (Paris),88.0,[0],['Géographie'],1,0.0047123132745864,Paris / Île de France
bpt6k6486446m,Journal officiel de Madagascar et dépendances,1911.0,Madagascar,entity,,,Imprimerie nationale,Tananarive,presse officielle,Nombre total de vues : 94347,"05 août 1911	1911/08/05 (A27,N1323).		Appartient à l’ensemble documentaire : RfnOci1	Appartient à l’ensemble documentaire : MAEDIGen0	Appartient à l’ensemble documentaire : MAEDI014	Appartient à l’ensemble documentaire : RfnAfc1	Appartient à l’ensemble documentaire : RfnHisg1	Appartient à l’ensemble documentaire : BIPFPIG00	Appartient à l’ensemble documentaire : MAEDI013	Appartient à l’ensemble documentaire : RfnEns0	Appartient à l’ensemble documentaire : BIPFPIG976",printed serial,"Bibliothèque Interuniversitaire Cujas, 2012-252722",fre,Journal officiel de Madagascar et dépendances,Madagascar. Auteur du texte,1911-08-05,Imprimerie nationale (Tananarive),99.0,"[80, 98]","['Institutions / Transport', 'Industrie / Production']",2,0.0041646710951002,Madagascar
bpt6k6486449v,Journal officiel de Madagascar et dépendances,1911.0,Madagascar,entity,,,Imprimerie nationale,Tananarive,presse officielle,Nombre total de vues : 94347,"26 août 1911	1911/08/26 (A27,N1326).		Appartient à l’ensemble documentaire : RfnOci1	Appartient à l’ensemble documentaire : MAEDIGen0	Appartient à l’ensemble documentaire : MAEDI014	Appartient à l’ensemble documentaire : RfnAfc1	Appartient à l’ensemble documentaire : RfnHisg1	Appartient à l’ensemble documentaire : BIPFPIG00	Appartient à l’ensemble documentaire : MAEDI013	Appartient à l’ensemble documentaire : RfnEns0	Appartient à l’ensemble documentaire : BIPFPIG976",printed serial,"Bibliothèque Interuniversitaire Cujas, 2012-252722",fre,Journal officiel de Madagascar et dépendances,Madagascar. Auteur du texte,1911-08-26,Imprimerie nationale (Tananarive),99.0,[43],['Géographie'],1,0.0026266712195634,Madagascar
bpt6k6546874f,Basse-cour et rucher,1911.0,Syndicat limousin avicole et apicole,entity,,,,Saint-Priest-Taurion,presse officielle,Nombre total de vues : 1106,"01 septembre 1911	1911/09/01 (A11,N35)-1911/10/31.		Appartient à l’ensemble documentaire : Limous1",printed serial,"Bibliothèque francophone multimédia de Limoges, 2013-221327",fre,Basse-cour et rucher : bulletin officiel de la Société limousine d'aviculture & d'apiculture,Syndicat limousin avicole et apicole. Auteur du texte,1911-09-01,[s.n.] (Saint-Priest-Taurion),100.0,[17],['Faune et Flore'],1,0.02035416242621,Sud de la France
bpt6k6514495s,Revue mensuelle,1911.0,Touring-Club de France,entity,,,Touring-club de France,Neuilly-sur-Seine,presse généraliste,Nombre total de vues : 14670,01 septembre 1911	1911/09/01 (A21)-1911/09/30.		Appartient à l’ensemble documentaire : MnS000	Appartient à l’ensemble documentaire : BvdPrs001,printed serial,"Ville de Paris / Bibliothèque du Tourisme et des Voyages, 2012-362146",fre,Revue mensuelle / Touring-club de France,Touring-Club de France. Auteur du texte,1911-09-01,Touring-club de France (Neuilly-sur-Seine),100.0,[47],['Autres'],1,0.0020718518211577,Paris / Île de France
bpt6k593529n,Le Petit journal,1878.0,Parti social français,entity,,,,Paris,presse généraliste,Nombre total de vues : 146118,13 janvier 1878	1878/01/13 (Numéro 5497).		Appartient à l’ensemble documentaire : BIPFPIG00	Appartient à l’ensemble documentaire : BIPFPIG63	Appartient à l’ensemble documentaire : BIPFPIG64	Appartient à l’ensemble documentaire : GCFeTra	Appartient à l’ensemble documentaire : GCGen1	Appartient à l’ensemble documentaire : BnPlCo00	Appartient à l’ensemble documentaire : BnPlCo01,printed serial,Bibliothèque nationale de France,fre,Le Petit journal,Parti social français. Auteur du texte,1878-01-13,[s.n.] (Paris),100.0,"[36, 16]","['Institutions / Transport', 'Institutions / Transport']",2,0.01878463416924,Paris / Île de France
bpt6k593531z,Le Petit journal,1878.0,Parti social français,entity,,,,Paris,presse généraliste,Nombre total de vues : 146118,15 janvier 1878	1878/01/15 (Numéro 5499).		Appartient à l’ensemble documentaire : BIPFPIG00	Appartient à l’ensemble documentaire : BIPFPIG63	Appartient à l’ensemble documentaire : BIPFPIG64	Appartient à l’ensemble documentaire : GCFeTra	Appartient à l’ensemble documentaire : GCGen1	Appartient à l’ensemble documentaire : BnPlCo00	Appartient à l’ensemble documentaire : BnPlCo01,printed serial,Bibliothèque nationale de France,fre,Le Petit journal,Parti social français. Auteur du texte,1878-01-15,[s.n.] (Paris),100.0,[13],['Description'],1,0.0088676066329697,Paris / Île de France
bpt6k67553975,Le Mobacher,1878.0,Algérie (Période coloniale),entity,,,,Alger,presse généraliste,,"19 janvier 1878	1878/01/19 (A30,N1877).		Appartient à l’ensemble documentaire : MAEDIGen0	Appartient à l’ensemble documentaire : MAEDI014",printed serial,"Bibliothèque nationale de France, département Droit, économie, politique, JO-3033",fre,Le Mobacher,Algérie (Période coloniale). Auteur du texte,1878-01-19,[s.n.] (Alger),88.0,[14],['Eucalyptus / Propriétés Botaniques'],1,0.01136234518804,Afrique du Nord
bpt6k1209337h,Les Échos d'Hyères,1878.0,Agence V Fouchier,entity,,,,Hyères,presse généraliste,,"20 janvier 1878	1878/01/20 (A6,N14).		Appartient à l’ensemble documentaire : BIPFPIG00	Appartient à l’ensemble documentaire : BIPFPIG83	Appartient à l’ensemble documentaire : BIPFPIG83",printed serial,"Bibliothèque nationale de France, département Droit, économie, politique, JO-1754",fre,"Les Échos d'Hyères : liste hebdomadaire des étrangers, avec comptes rendus, nouvelles à la main etc., etc..., publiée par l'Agence V. Fouchier [""puis"" journal littéraire de la station hivernale...]",Agence V Fouchier. Auteur du texte,1878-01-20,[s.n.] (Hyères),87.0,"[88, 0]","['Institutions / Transport', 'Géographie']",2,0.02357100766057,Sud de la France
bpt6k3277509m,Le Sport,1878.0,Tattersall français,entity,,,,Paris,presse généraliste,,23 janvier 1878	1878/01/23 (N4).	,printed serial,"Bibliothèque nationale de France, département Droit, économie, politique, JOA-82",fre,Le Sport : journal des gens du monde,Tattersall français. Auteur du texte,1878-01-23,[s.n.] (Paris),86.0,[70],['Autres'],1,0.0049370525796099,Paris / Île de France
bpt6k1209338x,Les Échos d'Hyères,1878.0,Agence V Fouchier,entity,,,,Hyères,presse généraliste,,"27 janvier 1878	1878/01/27 (A6,N15).		Appartient à l’ensemble documentaire : BIPFPIG00	Appartient à l’ensemble documentaire : BIPFPIG83	Appartient à l’ensemble documentaire : BIPFPIG83",printed serial,"Bibliothèque nationale de France, département Droit, économie, politique, JO-1754",fre,"Les Échos d'Hyères : liste hebdomadaire des étrangers, avec comptes rendus, nouvelles à la main etc., etc..., publiée par l'Agence V. Fouchier [""puis"" journal littéraire de la station hivernale...]",Agence V Fouchier. Auteur du texte,1878-01-27,[s.n.] (Hyères),88.0,"[88, 0]","['Institutions / Transport', 'Géographie']",2,0.0212246630584699,Sud de la France
bpt6k5688769j,Bulletin de la Société centrale d'horticulture de Nancy,1878.0,Société centrale d'horticulture de Nancy,person,,,,Nancy,presse spécialisée,Nombre total de vues : 11734,01 février 1878	1878/02/01 (N5).	Note : 02 PI 0596 vues Réd. 10 x.	Appartient à l’ensemble documentaire : Lorr1	Appartient à l’ensemble documentaire : RfnSvt1	Appartient à l’ensemble documentaire : RfnEuro1	Appartient à l’ensemble documentaire : RfnApp1	Appartient à l’ensemble documentaire : RfnEns0,printed serial,"Bibliothèque nationale de France, département Sciences et techniques, 8-S-1533",fre,Bulletin de la Société centrale d'horticulture de Nancy,Société centrale d'horticulture de Nancy. Auteur du texte,1878-02-01,[s.n.] (Nancy),96.0,"[122, 29, 16, 24]","['Autres', 'Malaria / Assainissement', 'Institutions / Transport', 'Eucalyptus / Propriétés Botaniques']",4,0.0294941749004499,France Métropolitaine
